step,time_s,episode_length,reward,done,success,object_target_dist_xy,object_x,object_y,object_z,target_x,target_y,target_z,robot_x,robot_y,robot_z,object_vx,object_vy,object_vz,action_raw_vx,action_raw_vy,action_raw_wz,velocity_cmd_vx,velocity_cmd_vy,velocity_cmd_wz
18,3.618,18,0.9791656136512756,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842941761017,11.07713794708252,-8.986100196838379,0.10000000149011612,10.84897518157959,-7.6341657638549805,0.3974291682243347,4.883849396719597e-05,-2.7933327146456577e-05,-9.025695362652186e-06,-1.0531269311904907,0.6370927095413208,-2.103569507598877,-0.7830190658569336,0.5629167556762695,-0.970659077167511
19,3.819,19,0.9688555598258972,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999840706586838,11.07713794708252,-8.986100196838379,0.10000000149011612,10.951300621032715,-7.508728504180908,0.39315277338027954,4.8888265155255795e-05,-2.7997321012662724e-05,-9.085974852496292e-06,-0.5660117268562317,0.5017327666282654,-2.258429527282715,-0.5124242305755615,0.46347883343696594,-0.9783895015716553
20,4.02,20,0.9690250754356384,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842941761017,11.07713794708252,-8.986100196838379,0.10000000149011612,11.080687522888184,-7.397617816925049,0.38593077659606934,4.909001654596068e-05,-2.797600427584257e-05,-9.667980521044228e-06,-0.8735672831535339,0.7324332594871521,-2.1511852741241455,-0.7031821012496948,0.6245517730712891,-0.9732887148857117
21,4.221,21,0.9797931909561157,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999841451644897,11.07713794708252,-8.986100196838379,0.10000000149011612,11.219185829162598,-7.322468280792236,0.38377517461776733,4.871924829785712e-05,-2.795285399770364e-05,-8.843357136356644e-06,-0.7699816823005676,0.5757688283920288,-2.232804775238037,-0.646918773651123,0.5195832848548889,-0.9772660136222839
22,4.422000000000001,22,0.9933050870895386,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842196702957,11.07713794708252,-8.986100196838379,0.10000000149011612,11.363926887512207,-7.270820617675781,0.39585456252098083,4.882221037405543e-05,-2.7258667614660226e-05,-8.76750436873408e-06,-0.7182239294052124,0.6184205412864685,-2.2463765144348145,-0.6158079504966736,0.5500273704528809,-0.9778680801391602
23,4.623,23,1.0000149011611938,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842196702957,11.07713794708252,-8.986100196838379,0.10000000149011612,11.515764236450195,-7.2502923011779785,0.3965582847595215,4.9010679504135624e-05,-2.807660712278448e-05,-9.386635611008387e-06,-0.6965150833129883,0.5255852937698364,-2.288813591003418,-0.6021511554718018,0.4819992482662201,-0.9796506762504578
24,4.824000000000001,24,0.9957655668258667,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842196702957,11.07713794708252,-8.986100196838379,0.10000000149011612,11.663822174072266,-7.270185470581055,0.39074718952178955,4.909549534204416e-05,-2.8359887437545694e-05,-9.79752712737536e-06,-0.7606580853462219,0.9490249752998352,-2.270975351333618,-0.6414644718170166,0.7393413186073303,-0.9789193272590637
25,5.0249999999999995,25,1.0161913633346558,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999841451644897,11.07713794708252,-8.986100196838379,0.10000000149011612,11.795595169067383,-7.33053731918335,0.3815593719482422,4.884143709205091e-05,-2.8521832064143382e-05,-9.301782483817078e-06,-0.8527672290802002,0.9746467471122742,-2.20365571975708,-0.6925123929977417,0.7507391571998596,-0.9759176969528198
26,5.226,26,1.015926480293274,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999840706586838,11.07713794708252,-8.986100196838379,0.10000000149011612,11.93062686920166,-7.410594940185547,0.39025571942329407,4.870405973633751e-05,-2.7797748771263286e-05,-8.929472642194014e-06,-0.36762896180152893,0.9461919665336609,-2.3314425945281982,-0.35191601514816284,0.7380542159080505,-0.9812981486320496
27,5.4270000000000005,27,1.039923071861267,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999841451644897,11.07713794708252,-8.986100196838379,0.10000000149011612,12.030484199523926,-7.51595401763916,0.3887409269809723,4.915452518616803e-05,-2.8723930881824344e-05,-1.0320615729142446e-05,-0.5156945586204529,1.0581936836242676,-2.1807947158813477,-0.47437024116516113,0.7849715352058411,-0.9748052358627319
28,5.628,28,1.075838327407837,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999840706586838,11.07713794708252,-8.986100196838379,0.10000000149011612,12.086877822875977,-7.648524761199951,0.3911250829696655,4.8877154767978936e-05,-2.8989355996600352e-05,-1.033589978760574e-05,-0.4860975444316864,1.1102172136306763,-2.199101448059082,-0.45111364126205444,0.8041391372680664,-0.9757000207901001
29,5.829000000000001,29,1.0962915420532227,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999842941761017,11.07713794708252,-8.986100196838379,0.10000000149011612,12.124486923217773,-7.793251991271973,0.3750651776790619,4.9418384151067585e-05,-2.7276380933471955e-05,-9.536218385619577e-06,-0.6890214681625366,1.332291841506958,-2.101754903793335,-0.5973529815673828,0.8698083162307739,-0.9705539345741272
30,6.029999999999999,30,1.1250964403152466,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999840706586838,11.07713794708252,-8.986100196838379,0.10000000149011612,12.140416145324707,-7.946779727935791,0.37845081090927124,4.873279976891354e-05,-2.8717717214021832e-05,-9.513406439509708e-06,-0.5378014445304871,1.4577744007110596,-2.201261043548584,-0.4913219213485718,0.8972194790840149,-0.9758034944534302
31,6.231,31,1.208195686340332,0,0,0.9676477313041687,11.800774574279785,-8.34368896484375,0.09999840706586838,11.07713794708252,-8.986100196838379,0.10000000149011612,12.13077163696289,-8.108256340026855,0.38902124762535095,4.780231392942369e-05,-2.8662707336479798e-05,-8.878955668478739e-06,-0.042608268558979034,1.2324391603469849,-2.234145164489746,-0.04258250445127487,0.8432853817939758,-0.9773262143135071
32,6.432,32,1.4043108224868774,0,0,0.8530265688896179,11.712924003601074,-8.417390823364258,0.09999842941761017,11.07713794708252,-8.986100196838379,0.10000000149011612,12.081765174865723,-8.252050399780273,0.38429105281829834,-1.3208630084991455,-1.139461636543274,-2.2696640371577814e-06,0.8929427862167358,-2.0746588706970215,1.2154316902160645,0.71284419298172,-0.9689396023750305,0.838301420211792
33,6.633,33,1.5648608207702637,0,0,0.5776588320732117,11.504366874694824,-8.59730052947998,0.09999845176935196,11.07713794708252,-8.986100196838379,0.10000000149011612,12.033456802368164,-8.30765151977539,0.4145357608795166,-0.7605807185173035,-0.6561132669448853,-1.068585152097512e-05,-0.13973622024059296,0.42983096837997437,0.01877647638320923,-0.13883377611637115,0.40518003702163696,0.01877427101135254
34,6.8340000000000005,34,1.6029927730560303,0,0,0.45116710662841797,11.408539772033691,-8.67995548248291,0.09999848902225494,11.07713794708252,-8.986100196838379,0.10000000149011612,12.033202171325684,-8.350678443908691,0.36820220947265625,-0.2003762423992157,-0.17269212007522583,-5.80687901674537e-06,-0.033483199775218964,0.9279490113258362,-1.2818645238876343,-0.03347069397568703,0.7296361923217773,-0.8569809198379517
35,7.035,35,1.6368069648742676,0,0,0.44201233983039856,11.401580810546875,-8.685914039611816,0.09999848902225494,11.07713794708252,-8.986100196838379,0.10000000149011612,12.017261505126953,-8.393982887268066,0.377238005399704,5.383867755881511e-05,-2.1204668883001432e-05,-1.2170266018074472e-05,-0.45163604617118835,1.4235926866531372,-1.8410768508911133,-0.4232429265975952,0.8903460502624512,-0.9508984088897705
36,7.236,36,1.6906920671463013,0,0,0.44201305508613586,11.401581764221191,-8.685914039611816,0.09999847412109375,11.07713794708252,-8.986100196838379,0.10000000149011612,11.956260681152344,-8.459177017211914,0.40269455313682556,5.319076080922969e-05,-2.1550504243350588e-05,-1.1450937563495245e-05,-0.7663537859916687,1.337064266204834,-1.737928867340088,-0.6448042392730713,0.870965301990509,-0.939985990524292
37,7.437,37,1.7057276964187622,0,0,0.44201305508613586,11.401581764221191,-8.685914039611816,0.09999848902225494,11.07713794708252,-8.986100196838379,0.10000000149011612,11.844633102416992,-8.558915138244629,0.40790632367134094,5.2958319429308176e-05,-2.274063808727078e-05,-1.225828964379616e-05,-0.6272152662277222,1.221808910369873,-1.655311942100525,-0.5561317205429077,0.8401869535446167,-0.929582953453064
38,7.638,38,2.0141687393188477,0,0,0.40652909874916077,11.364866256713867,-8.698909759521484,0.11185146123170853,11.07713794708252,-8.986100196838379,0.10000000149011612,11.711304664611816,-8.669669151306152,0.39462873339653015,-1.1834431886672974,-0.38708189129829407,0.3454933762550354,0.34155508875846863,-1.264512062072754,0.7338698506355286,0.3288649618625641,-0.8523032665252686,0.62542724609375
39,7.839,39,2.168409824371338,0,0,0.2357695996761322,11.160432815551758,-8.765534400939941,0.09999851137399673,11.07713794708252,-8.986100196838379,0.10000000149011612,11.614191055297852,-8.767873764038086,0.3711124062538147,-0.6561881303787231,-0.20277613401412964,-2.285977416249807e-06,-1.1008954048156738,1.1547043323516846,-0.3435242474079132,-0.8008204102516174,0.8193065524101257,-0.33062002062797546
40,8.04,40,2.2379324436187744,0,0,0.20257015526294708,11.098498344421387,-8.784659385681152,0.09999851137399673,11.07713794708252,-8.986100196838379,0.10000000149011612,11.548201560974121,-8.844256401062012,0.332981139421463,-0.017228618264198303,-0.004403261002153158,-1.2471460649976507e-05,-1.015236496925354,1.0099726915359497,-1.1883424520492554,-0.7679191827774048,0.7657507658004761,-0.8300641179084778
41,8.241,41,1.6533393859863281,0,0,0.18164783716201782,10.987449645996094,-8.82813835144043,0.12953878939151764,11.07713794708252,-8.986100196838379,0.10000000149011612,11.446806907653809,-8.976502418518066,0.3990388512611389,-1.1972993612289429,-0.47066134214401245,0.0004571817407850176,-1.0885932445526123,-1.0294837951660156,0.5004193782806396,-0.7963640689849854,-0.7737011909484863,0.4624469578266144
42,8.442,42,1.8284218311309814,0,0,0.2856242060661316,10.80437183380127,-8.901366233825684,0.09999854862689972,11.07713794708252,-8.986100196838379,0.10000000149011612,11.334417343139648,-9.07491683959961,0.41438060998916626,-0.5489026308059692,-0.20108217000961304,-3.1808478979655774e-06,-1.5216830968856812,0.0703413188457489,-0.6834033727645874,-0.9089905023574829,0.0702255368232727,-0.5937274694442749
43,8.643,43,1.85841965675354,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999856352806091,11.07713794708252,-8.986100196838379,0.10000000149011612,11.268107414245605,-9.183670043945312,0.4084247946739197,-1.571938264532946e-05,-1.8011865904554725e-05,-9.561290426063351e-06,-1.2714394330978394,0.08459828794002533,-1.5582979917526245,-0.8541873097419739,0.08439704775810242,-0.9151442646980286
44,8.844000000000001,44,1.8818931579589844,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999857097864151,11.07713794708252,-8.986100196838379,0.10000000149011612,11.18681812286377,-9.302717208862305,0.3960491120815277,-3.6223882489139214e-05,-2.0791199858649634e-05,-5.248949946690118e-06,-1.384351372718811,0.13289594650268555,-1.7818541526794434,-0.8819218873977661,0.1321190744638443,-0.9448941946029663
45,9.045,45,1.8789408206939697,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999854862689972,11.07713794708252,-8.986100196838379,0.10000000149011612,11.087944984436035,-9.399471282958984,0.39539504051208496,-3.5436853067949414e-05,-2.0792866052943282e-05,-3.841067609755555e-06,-1.0138112306594849,0.06960971653461456,-1.9835299253463745,-0.7673337459564209,0.0694975033402443,-0.9628452658653259
46,9.246,46,1.8633863925933838,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999856352806091,11.07713794708252,-8.986100196838379,0.10000000149011612,10.979540824890137,-9.478790283203125,0.38739466667175293,-3.646955156000331e-05,-2.0233050236129202e-05,-7.84800522524165e-06,-1.367645263671875,0.33406907320022583,-1.962080955505371,-0.878154456615448,0.32217222452163696,-0.9612482786178589
47,9.447000000000001,47,1.857527732849121,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999857097864151,11.07713794708252,-8.986100196838379,0.10000000149011612,10.852215766906738,-9.53437614440918,0.38922563195228577,-3.6453107895795256e-05,-2.1295589249348268e-05,-2.8063311674486613e-06,-0.9864242672920227,0.15889392793178558,-2.0948548316955566,-0.7558335065841675,0.15757009387016296,-0.970150887966156
48,9.648000000000001,48,1.8588263988494873,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999857097864151,11.07713794708252,-8.986100196838379,0.10000000149011612,10.717252731323242,-9.567139625549316,0.393406480550766,-3.5790308174910024e-05,-2.1126092178747058e-05,-1.9476572106214007e-06,-1.1903637647628784,0.2540450096130371,-2.1647982597351074,-0.8306916356086731,0.24871723353862762,-0.9739968180656433
49,9.849,49,1.8609821796417236,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999854117631912,11.07713794708252,-8.986100196838379,0.10000000149011612,10.573986053466797,-9.571335792541504,0.4050896167755127,-3.581843702704646e-05,-1.8863347577280365e-05,-8.466617146041244e-06,-1.0176682472229004,0.29577338695526123,-2.209639310836792,-0.7689151167869568,0.28743991255760193,-0.9762007594108582
50,10.049999999999999,50,1.8556139469146729,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999855607748032,11.07713794708252,-8.986100196838379,0.10000000149011612,10.434412002563477,-9.543455123901367,0.39277854561805725,-3.678877328638919e-05,-2.1977275537210517e-05,-3.593960173020605e-06,-0.7428632378578186,0.23197312653064728,-2.323615789413452,-0.6308720111846924,0.22789983451366425,-0.9810059070587158
51,10.251,51,1.8356307744979858,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999855607748032,11.07713794708252,-8.986100196838379,0.10000000149011612,10.30855941772461,-9.482205390930176,0.3898087441921234,-3.6466313758865e-05,-2.0932278857799247e-05,-4.66011033495306e-06,-0.9337894916534424,0.7608991265296936,-2.2619268894195557,-0.7323558330535889,0.6416062712669373,-0.9785385131835938
52,10.452,52,1.8463459014892578,0,0,0.32595744729042053,10.758797645568848,-8.916045188903809,0.09999854862689972,11.07713794708252,-8.986100196838379,0.10000000149011612,10.217911720275879,-9.3949613571167,0.3932150900363922,-2.233116356364917e-05,-2.9297001674422063e-05,-1.4622915841755457e-05,-0.7397506237030029,0.6445936560630798,-2.3111939430236816,-0.6289944648742676,0.5680192112922668,-0.9805327653884888
53,10.653,53,1.8630168437957764,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999857097864151,11.07713794708252,-8.986100196838379,0.10000000149011612,10.144233703613281,-9.280782699584961,0.3986148238182068,-3.667128476081416e-05,-2.109678644046653e-05,-6.255513653741218e-06,-0.7564071416854858,0.7487563490867615,-2.339261293411255,-0.63895583152771,0.6344063878059387,-0.981585681438446
54,10.854000000000001,54,1.8726110458374023,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999855607748032,11.07713794708252,-8.986100196838379,0.10000000149011612,10.107351303100586,-9.147963523864746,0.39727798104286194,-3.601227581384592e-05,-2.014583151321858e-05,-4.659840669773985e-06,-0.8341477513313293,1.0006706714630127,-2.2539265155792236,-0.6826968193054199,0.7618756890296936,-0.9781961441040039
55,11.055,55,1.8540802001953125,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999856352806091,11.07713794708252,-8.986100196838379,0.10000000149011612,10.112205505371094,-8.99874496459961,0.39651963114738464,-3.604718585847877e-05,-2.1311618183972314e-05,-2.306288706677151e-06,-0.18534067273139954,0.752275824546814,-2.3585636615753174,-0.18324722349643707,0.6365047097206116,-0.9822767972946167
56,11.256,56,1.863011360168457,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999855607748032,11.07713794708252,-8.986100196838379,0.10000000149011612,10.14718246459961,-8.856910705566406,0.3896757960319519,-3.572776768123731e-05,-2.155629772460088e-05,-2.090170710289385e-06,-0.607295572757721,1.270498514175415,-2.2187321186065674,-0.5422205924987793,0.8539327383041382,-0.9766246676445007
57,11.457,57,1.9070501327514648,0,0,0.3259565234184265,10.758798599243164,-8.916045188903809,0.09999857097864151,11.07713794708252,-8.986100196838379,0.10000000149011612,10.222753524780273,-8.761506080627441,0.3870235085487366,-3.5351840779185295e-05,-2.1430167180369608e-05,-1.4851174228169839e-06,-0.5078684687614441,1.3070396184921265,-2.31367826461792,-0.4682827889919281,0.8635244369506836,-0.9806283116340637
58,11.658000000000001,58,1.9991179704666138,0,0,0.32276302576065063,10.762199401855469,-8.915462493896484,0.09999856352806091,11.07713794708252,-8.986100196838379,0.10000000149011612,10.337839126586914,-8.68044376373291,0.3936227262020111,-2.7700260034180246e-05,-1.796388278307859e-05,-4.953990810463438e-06,-0.5037285089492798,1.5116145610809326,-2.270766496658325,-0.46504440903663635,0.9072251319885254,-0.9789106249809265
59,11.859,59,203.53079223632812,1,0,0.258118599653244,10.830507278442383,-8.909952163696289,0.09999854117631912,11.07713794708252,-8.986100196838379,0.10000000149011612,10.485075950622559,-8.629216194152832,0.3952622413635254,1.2447978258132935,0.0876469761133194,-4.0091524056151684e-07,0.2440255880355835,-0.47622013092041016,0.05581898242235184,0.23929445445537567,-0.4432113766670227,0.05576108396053314
60,12.059999999999999,0,0.7309891581535339,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.10000000149011612,13.559039115905762,-8.607083320617676,0.10000000149011612,11.515260696411133,-7.525425910949707,0.3499999940395355,0.0,0.0,0.0,-1.209681510925293,-1.6857411861419678,0.3524707853794098,-0.8365839123725891,-0.9336026310920715,0.3385649025440216
61,12.261,1,0.7651888132095337,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.51023006439209,-7.643506050109863,0.3701939880847931,2.2680014808429405e-05,6.437135198211763e-06,-1.3460261470754631e-05,-1.2473883628845215,-0.9709903001785278,-0.005113549530506134,-0.8475496768951416,-0.7491391897201538,-0.0051135048270225525
62,12.462,2,0.8159130215644836,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.540629386901855,-7.8234543800354,0.39558660984039307,2.2695698135066777e-05,6.440476681746077e-06,-1.346601675322745e-05,-1.4430533647537231,-1.0522958040237427,-0.11592759937047958,-0.894310712814331,-0.782697319984436,-0.11541105806827545
63,12.663,3,0.8381639122962952,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.569371223449707,-8.018918991088867,0.4009735882282257,2.3340606276178733e-05,6.3616212173656095e-06,-1.3452727216645144e-05,-1.2078980207443237,-1.2200615406036377,-0.3433530926704407,-0.8360478281974792,-0.839672327041626,-0.33046755194664
64,12.864,4,0.8442184329032898,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.605157852172852,-8.214822769165039,0.4095231890678406,2.2650789105682634e-05,5.453829999169102e-06,-1.1155842912558e-05,-1.3269333839416504,-0.8890785574913025,-0.7328294515609741,-0.8684978485107422,-0.7109383344650269,-0.6247934103012085
65,13.065000000000001,5,0.8397106528282166,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.630681037902832,-8.41176700592041,0.410381019115448,2.236699037894141e-05,6.217597274371656e-06,-1.329599126620451e-05,-0.9098525047302246,-0.7680402398109436,-1.522091031074524,-0.7210614681243896,-0.6457884311676025,-0.9090613722801208
66,13.266,6,0.7896178364753723,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.099998340010643,13.559039115905762,-8.607083320617676,0.10000000149011612,11.62801742553711,-8.6018648147583,0.4017501473426819,2.276661507494282e-05,5.530082489713095e-06,-1.1179076864209492e-05,-1.0125160217285156,0.3735496401786804,-2.188410997390747,-0.7668006420135498,0.35709261894226074,-0.9751814007759094
67,13.467,7,0.7652466297149658,0,0,1.2780042886734009,12.294474601745605,-8.42222785949707,0.0999983623623848,13.559039115905762,-8.607083320617676,0.10000000149011612,11.58540153503418,-8.751644134521484,0.401353120803833,2.529796574890497e-06,2.584801563898509e-07,-6.8985659709142055e-06,-0.23485234379768372,-0.23966987431049347,-2.3533809185028076,-0.23062771558761597,-0.23518390953540802,-0.9820938110351562
